Object_id,Timestamp,Ocel_changed_field,RFID tag,PickupPlanID,CargoID,LPT,Axles,Scheduled Pickup Weight,Truck Status,Truck Weight,Is_normal
tr3,2024-05-29 15:01:11,Truck Status,,,,,,,Occupied,,
tr3,2024-05-29 15:01:11,Pickup Plan ID,,Pcp4,,,,,,,
tr3,2024-05-29 15:01:11,Scheduled Pickup Weight,,,,,,9359.2,,,
tr3,2024-05-29 15:01:11,Cargo ID,,,Cr7,,,,,,
tr25,2024-05-29 15:07:01,Truck Weight,,,,,,,,21484.8,
tr48,2024-05-29 15:08:52,Truck Status,,,,,,,Occupied,,
tr48,2024-05-29 15:08:52,Pickup Plan ID,,Pcp7,,,,,,,
tr48,2024-05-29 15:08:52,Scheduled Pickup Weight,,,,,,9500.2,,,
tr48,2024-05-29 15:08:52,Cargo ID,,,Cr10,,,,,,
tr15,2024-05-29 15:33:48,Truck Weight,,,,,,,,14249.9,
tr25,2024-05-29 15:35:09,Truck Status,,,,,,,Available,,
tr49,2024-05-29 15:35:16,Truck Weight,,,,,,,,13346.5,
tr26,2024-05-29 15:47:21,Truck Status,,,,,,,Occupied,,
tr26,2024-05-29 15:47:21,Pickup Plan ID,,Pcp8,,,,,,,
tr26,2024-05-29 15:47:21,Scheduled Pickup Weight,,,,,,9487.3,,,
tr26,2024-05-29 15:47:21,Cargo ID,,,Cr4,,,,,,
tr36,2024-05-29 16:00:25,Truck Weight,,,,,,,,21713.6,
tr20,2024-05-29 16:10:08,Truck Status,,,,,,,Occupied,,
tr20,2024-05-29 16:10:08,Pickup Plan ID,,Pcp8,,,,,,,
tr20,2024-05-29 16:10:08,Scheduled Pickup Weight,,,,,,9486.5,,,
tr20,2024-05-29 16:10:08,Cargo ID,,,Cr4,,,,,,
tr33,2024-05-29 16:10:49,Truck Status,,,,,,,Occupied,,
tr33,2024-05-29 16:10:49,Pickup Plan ID,,Pcp4,,,,,,,
tr33,2024-05-29 16:10:49,Scheduled Pickup Weight,,,,,,9543.1,,,
tr33,2024-05-29 16:10:49,Cargo ID,,,Cr7,,,,,,
tr37,2024-05-29 16:15:05,Truck Status,,,,,,,Occupied,,
tr37,2024-05-29 16:15:05,Pickup Plan ID,,Pcp2,,,,,,,
tr37,2024-05-29 16:15:05,Scheduled Pickup Weight,,,,,,9525.2,,,
tr37,2024-05-29 16:15:05,Cargo ID,,,Cr11,,,,,,
tr40,2024-05-29 16:47:48,Truck Weight,,,,,,,,14355.8,
tr16,2024-05-29 17:00:20,Truck Status,,,,,,,Occupied,,
tr16,2024-05-29 17:00:20,Pickup Plan ID,,Pcp1,,,,,,,
tr16,2024-05-29 17:00:20,Scheduled Pickup Weight,,,,,,9323.2,,,
tr16,2024-05-29 17:00:20,Cargo ID,,,Cr16,,,,,,
tr49,2024-05-29 17:09:06,Is_normal,,,,,,,,,abnormal
tr49,2024-05-29 17:09:06,Truck Status,,,,,,,Available,,
tr22,2024-05-29 17:27:36,Truck Weight,,,,,,,,11600.4,
tr47,2024-05-29 17:30:54,Is_normal,,,,,,,,,abnormal
tr47,2024-05-29 17:30:54,Truck Status,,,,,,,Available,,
tr15,2024-05-29 17:36:59,Is_normal,,,,,,,,,abnormal
tr15,2024-05-29 17:36:59,Truck Status,,,,,,,Available,,
tr42,2024-05-29 17:43:37,Truck Status,,,,,,,Occupied,,
tr42,2024-05-29 17:43:37,Pickup Plan ID,,Pcp7,,,,,,,
tr42,2024-05-29 17:43:37,Scheduled Pickup Weight,,,,,,9465.4,,,
tr42,2024-05-29 17:43:37,Cargo ID,,,Cr10,,,,,,
tr32,2024-05-29 17:44:52,Truck Weight,,,,,,,,11796.6,
tr36,2024-05-29 17:48:07,Truck Status,,,,,,,Available,,
tr44,2024-05-29 18:26:08,Truck Status,,,,,,,Occupied,,
tr44,2024-05-29 18:26:08,Pickup Plan ID,,Pcp2,,,,,,,
tr44,2024-05-29 18:26:08,Scheduled Pickup Weight,,,,,,9466.7,,,
tr44,2024-05-29 18:26:08,Cargo ID,,,Cr11,,,,,,
tr6,2024-05-29 19:04:47,Truck Status,,,,,,,Occupied,,
tr6,2024-05-29 19:04:47,Pickup Plan ID,,Pcp2,,,,,,,
tr6,2024-05-29 19:04:47,Scheduled Pickup Weight,,,,,,9532.6,,,
tr6,2024-05-29 19:04:47,Cargo ID,,,Cr11,,,,,,
tr30,2024-05-29 19:05:52,Truck Weight,,,,,,,,16022.6,
tr17,2024-05-30 07:58:15,Truck Status,,,,,,,Available,,
tr29,2024-05-30 08:35:23,Truck Weight,,,,,,,,22580.2,
tr32,2024-05-30 08:39:04,Is_normal,,,,,,,,,normal
tr30,2024-05-30 08:39:59,Is_normal,,,,,,,,,abnormal
tr30,2024-05-30 08:39:59,Truck Status,,,,,,,Available,,
tr8,2024-05-30 08:45:26,Truck Weight,,,,,,,,12137.4,
tr25,2024-05-30 08:48:31,Truck Status,,,,,,,Occupied,,
tr25,2024-05-30 08:48:31,Pickup Plan ID,,Pcp2,,,,,,,
tr25,2024-05-30 08:48:31,Scheduled Pickup Weight,,,,,,9548.9,,,
tr25,2024-05-30 08:48:31,Cargo ID,,,Cr11,,,,,,
tr2,2024-05-30 08:55:33,Truck Weight,,,,,,,,14146.1,
tr29,2024-05-30 09:19:54,Truck Status,,,,,,,Available,,
tr47,2024-05-30 09:43:49,Truck Status,,,,,,,Occupied,,
tr47,2024-05-30 09:43:49,Pickup Plan ID,,Pcp7,,,,,,,
tr47,2024-05-30 09:43:49,Scheduled Pickup Weight,,,,,,9467.3,,,
tr47,2024-05-30 09:43:49,Cargo ID,,,Cr10,,,,,,
tr40,2024-05-30 09:55:27,Is_normal,,,,,,,,,abnormal
tr40,2024-05-30 09:55:27,Truck Status,,,,,,,Available,,
tr18,2024-05-30 10:03:31,Truck Status,,,,,,,Occupied,,
tr18,2024-05-30 10:03:31,Pickup Plan ID,,Pcp8,,,,,,,
tr18,2024-05-30 10:03:31,Scheduled Pickup Weight,,,,,,9397.6,,,
tr18,2024-05-30 10:03:31,Cargo ID,,,Cr4,,,,,,
tr13,2024-05-30 10:09:55,Truck Weight,,,,,,,,15442.7,
tr22,2024-05-30 10:21:04,Is_normal,,,,,,,,,abnormal
tr22,2024-05-30 10:21:04,Truck Status,,,,,,,Available,,
tr24,2024-05-30 10:30:26,Truck Weight,,,,,,,,16320.0,
tr15,2024-05-30 10:32:14,Truck Status,,,,,,,Occupied,,
tr15,2024-05-30 10:32:14,Pickup Plan ID,,Pcp7,,,,,,,
tr15,2024-05-30 10:32:14,Scheduled Pickup Weight,,,,,,9383.2,,,
tr15,2024-05-30 10:32:14,Cargo ID,,,Cr10,,,,,,
tr13,2024-05-30 10:37:04,Is_normal,,,,,,,,,abnormal
tr13,2024-05-30 10:37:04,Truck Status,,,,,,,Available,,
tr30,2024-05-30 10:38:08,Truck Status,,,,,,,Occupied,,
tr30,2024-05-30 10:38:08,Pickup Plan ID,,Pcp2,,,,,,,
tr30,2024-05-30 10:38:08,Scheduled Pickup Weight,,,,,,9504.4,,,
tr30,2024-05-30 10:38:08,Cargo ID,,,Cr11,,,,,,
tr50,2024-05-30 10:49:02,Truck Weight,,,,,,,,15674.8,
tr46,2024-05-30 10:54:31,Truck Weight,,,,,,,,12331.6,
tr17,2024-05-30 11:03:22,Truck Status,,,,,,,Occupied,,
tr17,2024-05-30 11:03:22,Pickup Plan ID,,Pcp4,,,,,,,
tr17,2024-05-30 11:03:22,Scheduled Pickup Weight,,,,,,9449.7,,,
tr17,2024-05-30 11:03:22,Cargo ID,,,Cr7,,,,,,
tr45,2024-05-30 11:08:14,Truck Weight,,,,,,,,21707.8,
tr31,2024-05-30 11:10:49,Truck Weight,,,,,,,,13628.5,
tr5,2024-05-30 11:31:30,Truck Weight,,,,,,,,15926.4,
tr31,2024-05-30 11:39:24,Is_normal,,,,,,,,,abnormal
tr31,2024-05-30 11:39:24,Truck Status,,,,,,,Available,,
tr45,2024-05-30 11:59:35,Truck Status,,,,,,,Available,,
tr19,2024-05-30 12:04:21,Truck Weight,,,,,,,,13654.7,
tr14,2024-05-30 12:08:43,Truck Weight,,,,,,,,23094.6,
tr40,2024-05-30 12:12:48,Truck Status,,,,,,,Occupied,,
tr40,2024-05-30 12:12:48,Pickup Plan ID,,Pcp2,,,,,,,
tr40,2024-05-30 12:12:48,Scheduled Pickup Weight,,,,,,9499.2,,,
tr40,2024-05-30 12:12:48,Cargo ID,,,Cr11,,,,,,
tr29,2024-05-30 12:13:34,Truck Status,,,,,,,Occupied,,
tr29,2024-05-30 12:13:34,Pickup Plan ID,,Pcp8,,,,,,,
tr29,2024-05-30 12:13:34,Scheduled Pickup Weight,,,,,,9346.2,,,
tr29,2024-05-30 12:13:34,Cargo ID,,,Cr4,,,,,,
tr50,2024-05-30 12:21:33,Is_normal,,,,,,,,,abnormal
tr50,2024-05-30 12:21:33,Truck Status,,,,,,,Available,,
tr2,2024-05-30 12:28:38,Is_normal,,,,,,,,,abnormal
tr2,2024-05-30 12:28:38,Truck Status,,,,,,,Available,,
tr49,2024-05-30 13:35:05,Truck Status,,,,,,,Occupied,,
tr49,2024-05-30 13:35:05,Pickup Plan ID,,Pcp4,,,,,,,
tr49,2024-05-30 13:35:05,Scheduled Pickup Weight,,,,,,9448.7,,,
tr49,2024-05-30 13:35:05,Cargo ID,,,Cr7,,,,,,
tr8,2024-05-30 13:41:06,Is_normal,,,,,,,,,normal
tr5,2024-05-30 13:51:32,Is_normal,,,,,,,,,abnormal
tr5,2024-05-30 13:51:32,Truck Status,,,,,,,Available,,
tr46,2024-05-30 14:01:44,Is_normal,,,,,,,,,normal
tr24,2024-05-30 14:16:30,Is_normal,,,,,,,,,abnormal
tr24,2024-05-30 14:16:30,Truck Status,,,,,,,Available,,
tr7,2024-05-30 14:17:03,Truck Weight,,,,,,,,20558.9,
tr9,2024-05-30 14:19:51,Truck Weight,,,,,,,,15800.2,
tr36,2024-05-30 14:20:19,Truck Status,,,,,,,Occupied,,
tr36,2024-05-30 14:20:19,Pickup Plan ID,,Pcp8,,,,,,,
tr36,2024-05-30 14:20:19,Scheduled Pickup Weight,,,,,,9515.4,,,
tr36,2024-05-30 14:20:19,Cargo ID,,,Cr4,,,,,,
tr19,2024-05-30 14:32:04,Is_normal,,,,,,,,,normal
tr3,2024-05-30 14:34:44,Truck Weight,,,,,,,,14035.9,
tr50,2024-05-30 14:38:26,Truck Status,,,,,,,Occupied,,
tr50,2024-05-30 14:38:26,Pickup Plan ID,,Pcp8,,,,,,,
tr50,2024-05-30 14:38:26,Scheduled Pickup Weight,,,,,,9443.8,,,
tr50,2024-05-30 14:38:26,Cargo ID,,,Cr4,,,,,,
tr31,2024-05-30 14:40:13,Truck Status,,,,,,,Occupied,,
tr31,2024-05-30 14:40:13,Pickup Plan ID,,Pcp8,,,,,,,
tr31,2024-05-30 14:40:13,Scheduled Pickup Weight,,,,,,9411.0,,,
tr31,2024-05-30 14:40:13,Cargo ID,,,Cr4,,,,,,
tr9,2024-05-30 14:58:23,Is_normal,,,,,,,,,abnormal
tr9,2024-05-30 14:58:23,Truck Status,,,,,,,Available,,
tr39,2024-05-30 15:00:12,Truck Weight,,,,,,,,15591.3,
tr2,2024-05-30 15:10:00,Truck Status,,,,,,,Occupied,,
tr2,2024-05-30 15:10:00,Pickup Plan ID,,Pcp2,,,,,,,
tr2,2024-05-30 15:10:00,Scheduled Pickup Weight,,,,,,9464.6,,,
tr2,2024-05-30 15:10:00,Cargo ID,,,Cr11,,,,,,
tr14,2024-05-30 15:17:03,Truck Status,,,,,,,Available,,
tr39,2024-05-30 15:31:08,Is_normal,,,,,,,,,abnormal
tr39,2024-05-30 15:31:08,Truck Status,,,,,,,Available,,
tr3,2024-05-30 15:41:56,Is_normal,,,,,,,,,abnormal
tr3,2024-05-30 15:41:56,Truck Status,,,,,,,Available,,
tr7,2024-05-30 15:54:53,Truck Status,,,,,,,Available,,
tr41,2024-05-30 15:58:53,Truck Weight,,,,,,,,15440.6,
tr28,2024-05-30 16:13:02,Truck Weight,,,,,,,,21633.2,
tr16,2024-05-30 16:16:17,Truck Weight,,,,,,,,15824.5,
tr22,2024-05-30 16:24:36,Truck Status,,,,,,,Occupied,,
tr22,2024-05-30 16:24:36,Pickup Plan ID,,Pcp7,,,,,,,
tr22,2024-05-30 16:24:36,Scheduled Pickup Weight,,,,,,9549.5,,,
tr22,2024-05-30 16:24:36,Cargo ID,,,Cr10,,,,,,
tr10,2024-05-30 16:33:22,Truck Weight,,,,,,,,21226.3,
tr13,2024-05-30 16:45:25,Truck Status,,,,,,,Occupied,,
tr13,2024-05-30 16:45:25,Pickup Plan ID,,Pcp2,,,,,,,
tr13,2024-05-30 16:45:25,Scheduled Pickup Weight,,,,,,9404.8,,,
tr13,2024-05-30 16:45:25,Cargo ID,,,Cr11,,,,,,
tr6,2024-05-30 16:54:43,Truck Weight,,,,,,,,12889.1,
tr24,2024-05-30 17:03:19,Truck Status,,,,,,,Occupied,,
tr24,2024-05-30 17:03:19,Pickup Plan ID,,Pcp1,,,,,,,
tr24,2024-05-30 17:03:19,Scheduled Pickup Weight,,,,,,9424.4,,,
tr24,2024-05-30 17:03:19,Cargo ID,,,Cr16,,,,,,
tr47,2024-05-30 17:06:21,Truck Weight,,,,,,,,12128.3,
tr43,2024-05-30 17:14:49,Truck Weight,,,,,,,,22485.0,
tr39,2024-05-30 17:18:47,Truck Status,,,,,,,Occupied,,
tr39,2024-05-30 17:18:47,Pickup Plan ID,,Pcp7,,,,,,,
tr39,2024-05-30 17:18:47,Scheduled Pickup Weight,,,,,,9326.1,,,
tr39,2024-05-30 17:18:47,Cargo ID,,,Cr10,,,,,,
tr21,2024-05-30 17:40:09,Truck Weight,,,,,,,,14293.0,
tr10,2024-05-30 17:41:31,Truck Status,,,,,,,Available,,
tr27,2024-05-30 17:44:00,Truck Weight,,,,,,,,11697.9,
tr44,2024-05-30 17:52:14,Truck Weight,,,,,,,,13070.8,
tr38,2024-05-30 18:04:54,Truck Weight,,,,,,,,12811.4,
tr28,2024-05-30 18:15:45,Truck Status,,,,,,,Available,,
tr37,2024-05-30 18:27:13,Truck Weight,,,,,,,,15904.4,
tr33,2024-05-30 19:04:05,Truck Weight,,,,,,,,12661.3,
tr3,2024-05-30 19:19:49,Truck Status,,,,,,,Occupied,,
tr3,2024-05-30 19:19:49,Pickup Plan ID,,Pcp4,,,,,,,
tr3,2024-05-30 19:19:49,Scheduled Pickup Weight,,,,,,9503.6,,,
tr3,2024-05-30 19:19:49,Cargo ID,,,Cr7,,,,,,
tr32,2024-05-31 08:00:08,Truck Weight,,,,,,,,21270.9,
tr48,2024-05-31 08:08:29,Truck Weight,,,,,,,,15611.3,
tr9,2024-05-31 08:13:55,Truck Status,,,,,,,Occupied,,
tr9,2024-05-31 08:13:55,Pickup Plan ID,,Pcp8,,,,,,,
tr9,2024-05-31 08:13:55,Scheduled Pickup Weight,,,,,,9497.0,,,
tr9,2024-05-31 08:13:55,Cargo ID,,,Cr4,,,,,,
tr41,2024-05-31 08:19:01,Is_normal,,,,,,,,,abnormal
tr41,2024-05-31 08:19:01,Truck Status,,,,,,,Available,,
tr5,2024-05-31 08:19:20,Truck Status,,,,,,,Occupied,,
tr5,2024-05-31 08:19:20,Pickup Plan ID,,Pcp1,,,,,,,
tr5,2024-05-31 08:19:20,Scheduled Pickup Weight,,,,,,9304.7,,,
tr5,2024-05-31 08:19:20,Cargo ID,,,Cr16,,,,,,
tr7,2024-05-31 08:27:50,Truck Status,,,,,,,Occupied,,
tr7,2024-05-31 08:27:50,Pickup Plan ID,,Pcp7,,,,,,,
tr7,2024-05-31 08:27:50,Scheduled Pickup Weight,,,,,,9471.0,,,
tr7,2024-05-31 08:27:50,Cargo ID,,,Cr10,,,,,,
tr1,2024-05-31 08:29:39,Truck Weight,,,,,,,,15159.4,
tr16,2024-05-31 08:55:40,Is_normal,,,,,,,,,abnormal
tr16,2024-05-31 08:55:40,Truck Status,,,,,,,Available,,
tr20,2024-05-31 09:20:53,Truck Weight,,,,,,,,15919.8,
tr48,2024-05-31 09:39:45,Is_normal,,,,,,,,,abnormal
tr48,2024-05-31 09:39:45,Truck Status,,,,,,,Available,,
tr6,2024-05-31 09:45:19,Is_normal,,,,,,,,,abnormal
tr6,2024-05-31 09:45:19,Truck Status,,,,,,,Available,,
tr43,2024-05-31 09:49:21,Truck Status,,,,,,,Available,,
tr44,2024-05-31 09:50:22,Is_normal,,,,,,,,,normal
tr10,2024-05-31 09:51:58,Truck Status,,,,,,,Occupied,,
tr10,2024-05-31 09:51:58,Pickup Plan ID,,Pcp1,,,,,,,
tr10,2024-05-31 09:51:58,Scheduled Pickup Weight,,,,,,9284.6,,,
tr10,2024-05-31 09:51:58,Cargo ID,,,Cr16,,,,,,
tr33,2024-05-31 10:01:20,Is_normal,,,,,,,,,abnormal
tr33,2024-05-31 10:01:20,Truck Status,,,,,,,Available,,
tr38,2024-05-31 10:05:39,Is_normal,,,,,,,,,normal
tr45,2024-05-31 10:08:44,Truck Status,,,,,,,Occupied,,
tr45,2024-05-31 10:08:44,Pickup Plan ID,,Pcp1,,,,,,,
tr45,2024-05-31 10:08:44,Scheduled Pickup Weight,,,,,,9449.7,,,
tr45,2024-05-31 10:08:44,Cargo ID,,,Cr16,,,,,,
tr14,2024-05-31 10:25:45,Truck Status,,,,,,,Occupied,,
tr14,2024-05-31 10:25:45,Pickup Plan ID,,Pcp1,,,,,,,
tr14,2024-05-31 10:25:45,Scheduled Pickup Weight,,,,,,9345.1,,,
tr14,2024-05-31 10:25:45,Cargo ID,,,Cr16,,,,,,
tr27,2024-05-31 10:26:28,Is_normal,,,,,,,,,normal
tr21,2024-05-31 10:29:51,Is_normal,,,,,,,,,abnormal
tr21,2024-05-31 10:29:51,Truck Status,,,,,,,Available,,
tr41,2024-05-31 10:35:37,Truck Status,,,,,,,Occupied,,
tr41,2024-05-31 10:35:37,Pickup Plan ID,,Pcp4,,,,,,,
tr41,2024-05-31 10:35:37,Scheduled Pickup Weight,,,,,,9549.4,,,
tr41,2024-05-31 10:35:37,Cargo ID,,,Cr7,,,,,,
tr1,2024-05-31 10:39:16,Is_normal,,,,,,,,,abnormal
tr1,2024-05-31 10:39:16,Truck Status,,,,,,,Available,,
tr35,2024-05-31 10:44:50,Truck Weight,,,,,,,,13255.3,
tr37,2024-05-31 10:45:54,Is_normal,,,,,,,,,abnormal
tr37,2024-05-31 10:45:54,Truck Status,,,,,,,Available,,
tr25,2024-05-31 10:52:28,Truck Weight,,,,,,,,14224.3,
tr32,2024-05-31 11:03:39,Truck Status,,,,,,,Available,,
tr16,2024-05-31 11:05:02,Truck Status,,,,,,,Occupied,,
tr16,2024-05-31 11:05:02,Pickup Plan ID,,Pcp8,,,,,,,
tr16,2024-05-31 11:05:02,Scheduled Pickup Weight,,,,,,9473.9,,,
tr16,2024-05-31 11:05:02,Cargo ID,,,Cr4,,,,,,
tr23,2024-05-31 11:12:16,Truck Weight,,,,,,,,22262.8,
tr40,2024-05-31 11:25:48,Truck Weight,,,,,,,,15271.2,
tr42,2024-05-31 11:27:49,Truck Weight,,,,,,,,11198.9,
tr47,2024-05-31 11:35:54,Is_normal,,,,,,,,,normal
tr29,2024-05-31 11:46:08,Truck Weight,,,,,,,,14839.0,
tr33,2024-05-31 11:46:55,Truck Status,,,,,,,Occupied,,
tr33,2024-05-31 11:46:55,Pickup Plan ID,,Pcp1,,,,,,,
tr33,2024-05-31 11:46:55,Scheduled Pickup Weight,,,,,,9335.1,,,
tr33,2024-05-31 11:46:55,Cargo ID,,,Cr16,,,,,,
tr12,2024-05-31 12:01:37,Truck Weight,,,,,,,,20782.8,
tr20,2024-05-31 12:02:33,Is_normal,,,,,,,,,abnormal
tr20,2024-05-31 12:02:33,Truck Status,,,,,,,Available,,
tr37,2024-05-31 12:28:31,Truck Status,,,,,,,Occupied,,
tr37,2024-05-31 12:28:31,Pickup Plan ID,,Pcp2,,,,,,,
tr37,2024-05-31 12:28:31,Scheduled Pickup Weight,,,,,,9519.3,,,
tr37,2024-05-31 12:28:31,Cargo ID,,,Cr11,,,,,,
tr1,2024-05-31 12:30:42,Truck Status,,,,,,,Occupied,,
tr1,2024-05-31 12:30:42,Pickup Plan ID,,Pcp4,,,,,,,
tr1,2024-05-31 12:30:42,Scheduled Pickup Weight,,,,,,9430.9,,,
tr1,2024-05-31 12:30:42,Cargo ID,,,Cr7,,,,,,
tr28,2024-05-31 12:34:18,Truck Status,,,,,,,Occupied,,
tr28,2024-05-31 12:34:18,Pickup Plan ID,,Pcp2,,,,,,,
tr28,2024-05-31 12:34:18,Scheduled Pickup Weight,,,,,,9390.9,,,
tr28,2024-05-31 12:34:18,Cargo ID,,,Cr11,,,,,,
tr31,2024-05-31 13:32:50,Truck Weight,,,,,,,,15355.5,
tr23,2024-05-31 13:38:48,Truck Status,,,,,,,Available,,
tr25,2024-05-31 13:54:39,Is_normal,,,,,,,,,abnormal
tr25,2024-05-31 13:54:39,Truck Status,,,,,,,Available,,
tr43,2024-05-31 14:00:50,Truck Status,,,,,,,Occupied,,
tr43,2024-05-31 14:00:50,Pickup Plan ID,,Pcp8,,,,,,,
tr43,2024-05-31 14:00:50,Scheduled Pickup Weight,,,,,,9476.5,,,
tr43,2024-05-31 14:00:50,Cargo ID,,,Cr4,,,,,,
tr40,2024-05-31 14:20:44,Is_normal,,,,,,,,,abnormal
tr40,2024-05-31 14:20:44,Truck Status,,,,,,,Available,,
tr29,2024-05-31 14:41:23,Is_normal,,,,,,,,,abnormal
tr29,2024-05-31 14:41:23,Truck Status,,,,,,,Available,,
tr35,2024-05-31 14:49:46,Is_normal,,,,,,,,,normal
tr48,2024-05-31 15:06:30,Truck Status,,,,,,,Occupied,,
tr48,2024-05-31 15:06:30,Pickup Plan ID,,Pcp7,,,,,,,
tr48,2024-05-31 15:06:30,Scheduled Pickup Weight,,,,,,9320.7,,,
tr48,2024-05-31 15:06:30,Cargo ID,,,Cr10,,,,,,
tr4,2024-05-31 15:12:45,Truck Weight,,,,,,,,11538.4,
tr36,2024-05-31 15:21:27,Truck Weight,,,,,,,,15678.3,
tr7,2024-05-31 15:29:37,Truck Weight,,,,,,,,16443.3,
tr15,2024-05-31 15:40:20,Truck Weight,,,,,,,,13697.7,
tr50,2024-05-31 15:55:09,Truck Weight,,,,,,,,15669.1,
tr42,2024-05-31 15:57:25,Is_normal,,,,,,,,,normal
tr40,2024-05-31 15:58:11,Truck Status,,,,,,,Occupied,,
tr40,2024-05-31 15:58:11,Pickup Plan ID,,Pcp4,,,,,,,
tr40,2024-05-31 15:58:11,Scheduled Pickup Weight,,,,,,9429.2,,,
tr40,2024-05-31 15:58:11,Cargo ID,,,Cr7,,,,,,
tr31,2024-05-31 16:10:00,Is_normal,,,,,,,,,abnormal
tr31,2024-05-31 16:10:00,Truck Status,,,,,,,Available,,
tr32,2024-05-31 16:10:56,Truck Status,,,,,,,Occupied,,
tr32,2024-05-31 16:10:56,Pickup Plan ID,,Pcp1,,,,,,,
tr32,2024-05-31 16:10:56,Scheduled Pickup Weight,,,,,,9430.5,,,
tr32,2024-05-31 16:10:56,Cargo ID,,,Cr16,,,,,,
tr6,2024-05-31 16:30:29,Truck Status,,,,,,,Occupied,,
tr6,2024-05-31 16:30:29,Pickup Plan ID,,Pcp1,,,,,,,
tr6,2024-05-31 16:30:29,Scheduled Pickup Weight,,,,,,9463.8,,,
tr6,2024-05-31 16:30:29,Cargo ID,,,Cr16,,,,,,
tr12,2024-05-31 16:41:01,Truck Status,,,,,,,Available,,
tr26,2024-05-31 16:52:31,Truck Weight,,,,,,,,15013.8,
tr34,2024-05-31 17:07:20,Truck Weight,,,,,,,,20525.7,
tr39,2024-05-31 17:19:32,Truck Weight,,,,,,,,11058.2,
tr21,2024-05-31 17:25:47,Truck Status,,,,,,,Occupied,,
tr21,2024-05-31 17:25:47,Pickup Plan ID,,Pcp8,,,,,,,
tr21,2024-05-31 17:25:47,Scheduled Pickup Weight,,,,,,9433.9,,,
tr21,2024-05-31 17:25:47,Cargo ID,,,Cr4,,,,,,
tr11,2024-05-31 17:34:02,Truck Weight,,,,,,,,21091.3,
tr9,2024-05-31 17:57:10,Truck Weight,,,,,,,,12816.7,
tr31,2024-05-31 18:16:40,Truck Status,,,,,,,Occupied,,
tr31,2024-05-31 18:16:40,Pickup Plan ID,,Pcp8,,,,,,,
tr31,2024-05-31 18:16:40,Scheduled Pickup Weight,,,,,,9323.4,,,
tr31,2024-05-31 18:16:40,Cargo ID,,,Cr4,,,,,,
tr45,2024-05-31 18:19:56,Truck Weight,,,,,,,,12412.0,
tr4,2024-05-31 18:21:49,Is_normal,,,,,,,,,normal
tr15,2024-05-31 19:09:39,Is_normal,,,,,,,,,abnormal
tr15,2024-05-31 19:09:39,Truck Status,,,,,,,Available,,
tr25,2024-05-31 19:41:01,Truck Status,,,,,,,Occupied,,
tr25,2024-05-31 19:41:01,Pickup Plan ID,,Pcp1,,,,,,,
tr25,2024-05-31 19:41:01,Scheduled Pickup Weight,,,,,,9340.6,,,
tr25,2024-05-31 19:41:01,Cargo ID,,,Cr16,,,,,,
tr20,2024-06-03 07:07:28,Truck Status,,,,,,,Occupied,,
tr20,2024-06-03 07:07:28,Pickup Plan ID,,Pcp1,,,,,,,
tr20,2024-06-03 07:07:28,Scheduled Pickup Weight,,,,,,9406.2,,,
tr20,2024-06-03 07:07:28,Cargo ID,,,Cr16,,,,,,
tr30,2024-06-03 07:34:27,Truck Weight,,,,,,,,15742.6,
tr7,2024-06-03 08:17:32,Is_normal,,,,,,,,,abnormal
tr7,2024-06-03 08:17:32,Truck Status,,,,,,,Available,,
tr36,2024-06-03 08:27:23,Is_normal,,,,,,,,,abnormal
tr36,2024-06-03 08:27:23,Truck Status,,,,,,,Available,,
tr29,2024-06-03 08:38:17,Truck Status,,,,,,,Occupied,,
tr29,2024-06-03 08:38:17,Pickup Plan ID,,Pcp7,,,,,,,
tr29,2024-06-03 08:38:17,Scheduled Pickup Weight,,,,,,9401.3,,,
tr29,2024-06-03 08:38:17,Cargo ID,,,Cr10,,,,,,
tr50,2024-06-03 08:39:59,Is_normal,,,,,,,,,abnormal
tr50,2024-06-03 08:39:59,Truck Status,,,,,,,Available,,
tr34,2024-06-03 08:47:22,Truck Status,,,,,,,Available,,
tr26,2024-06-03 08:55:46,Is_normal,,,,,,,,,abnormal
tr26,2024-06-03 08:55:46,Truck Status,,,,,,,Available,,
tr17,2024-06-03 09:19:04,Truck Weight,,,,,,,,11927.3,
tr39,2024-06-03 09:36:55,Is_normal,,,,,,,,,normal
tr2,2024-06-03 09:38:35,Truck Weight,,,,,,,,16406.6,
tr9,2024-06-03 09:48:32,Is_normal,,,,,,,,,abnormal
tr9,2024-06-03 09:48:32,Truck Status,,,,,,,Available,,
tr45,2024-06-03 10:18:02,Is_normal,,,,,,,,,normal
tr23,2024-06-03 10:25:30,Truck Status,,,,,,,Occupied,,
tr23,2024-06-03 10:25:30,Pickup Plan ID,,Pcp1,,,,,,,
tr23,2024-06-03 10:25:30,Scheduled Pickup Weight,,,,,,9448.1,,,
tr23,2024-06-03 10:25:30,Cargo ID,,,Cr16,,,,,,
tr22,2024-06-03 10:28:50,Truck Weight,,,,,,,,11246.3,
tr12,2024-06-03 10:32:57,Truck Status,,,,,,,Occupied,,
tr12,2024-06-03 10:32:57,Pickup Plan ID,,Pcp7,,,,,,,
tr12,2024-06-03 10:32:57,Scheduled Pickup Weight,,,,,,9369.3,,,
tr12,2024-06-03 10:32:57,Cargo ID,,,Cr10,,,,,,
tr30,2024-06-03 10:34:08,Is_normal,,,,,,,,,abnormal
tr30,2024-06-03 10:34:08,Truck Status,,,,,,,Available,,
